平均长度：	5.524844248594438	
最大长度：	35	
最小长度：	1	
长度分布：	
1	48	
2	766	
3	1134	
4	1092	
5	911	
6	732	
7	527	
8	390	
9	286	
10	203	
11	142	
12	106	
13	74	
14	50	
15	34	
16	23	
17	13	
18	14	
18	10	
19	5	
20	6	
21	4	
22	3	
23	0	
24	1	
25	1	
26	3	
27	0	
28	0	
29	1	
30	0	
31	1	
32	0	
33	0	
34	1	
